rank,team,team_name,value,value_text,stat_type,stat_label
13,chib,ジェフユナイテッド千葉,192.0,192,shoot,Total Shots
14,okay,ファジアーノ岡山,191.0,191,shoot,Total Shots
15,mcd,ＦＣ町田ゼルビア,189.0,189,shoot,Total Shots
16,mito,水戸ホーリーホック,187.0,187,shoot,Total Shots
16,ngsk,Ｖ・ファーレン長崎,187.0,187,shoot,Total Shots
18,fuku,アビスパ福岡,182.0,182,shoot,Total Shots
19,shim,清水エスパルス,181.0,181,shoot,Total Shots
20,tk-v,東京ヴェルディ,159.0,159,shoot,Total Shots
1,g-os,ガンバ大阪,90.0,90,shoot_on_target,Shots on Target
2,FCtk,ＦＣ東京,88.0,88,shoot_on_target,Shots on Target
3,nago,名古屋グランパス,78.0,78,shoot_on_target,Shots on Target
4,hiro,サンフレッチェ広島,75.0,75,shoot_on_target,Shots on Target
5,uraw,浦和レッズ,73.0,73,shoot_on_target,Shots on Target
6,kobe,ヴィッセル神戸,72.0,72,shoot_on_target,Shots on Target
7,kyot,京都サンガF.C.,71.0,71,shoot_on_target,Shots on Target
8,c-os,セレッソ大阪,69.0,69,shoot_on_target,Shots on Target
9,kasm,鹿島アントラーズ,66.0,66,shoot_on_target,Shots on Target
10,mcd,ＦＣ町田ゼルビア,63.0,63,shoot_on_target,Shots on Target
11,chib,ジェフユナイテッド千葉,62.0,62,shoot_on_target,Shots on Target
11,ngsk,Ｖ・ファーレン長崎,62.0,62,shoot_on_target,Shots on Target
13,ka-f,川崎フロンターレ,58.0,58,shoot_on_target,Shots on Target
14,kasw,柏レイソル,57.0,57,shoot_on_target,Shots on Target
14,okay,ファジアーノ岡山,57.0,57,shoot_on_target,Shots on Target
16,mito,水戸ホーリーホック,54.0,54,shoot_on_target,Shots on Target
17,fuku,アビスパ福岡,52.0,52,shoot_on_target,Shots on Target
18,shim,清水エスパルス,49.0,49,shoot_on_target,Shots on Target
19,tk-v,東京ヴェルディ,48.0,48,shoot_on_target,Shots on Target
19,y-fm,横浜Ｆ・マリノス,48.0,48,shoot_on_target,Shots on Target
1,chib,ジェフユナイテッド千葉,284.0,284,suffer_shoot,Total Shots Against
2,ngsk,Ｖ・ファーレン長崎,248.0,248,suffer_shoot,Total Shots Against
3,ka-f,川崎フロンターレ,245.0,245,suffer_shoot,Total Shots Against
4,nago,名古屋グランパス,243.0,243,suffer_shoot,Total Shots Against
5,c-os,セレッソ大阪,231.0,231,suffer_shoot,Total Shots Against
6,kyot,京都サンガF.C.,222.0,222,suffer_shoot,Total Shots Against
7,shim,清水エスパルス,210.0,210,suffer_shoot,Total Shots Against
8,uraw,浦和レッズ,208.0,208,suffer_shoot,Total Shots Against
9,fuku,アビスパ福岡,205.0,205,suffer_shoot,Total Shots Against
10,g-os,ガンバ大阪,204.0,204,suffer_shoot,Total Shots Against
11,kasm,鹿島アントラーズ,200.0,200,suffer_shoot,Total Shots Against
12,mito,水戸ホーリーホック,197.0,197,suffer_shoot,Total Shots Against
13,kasw,柏レイソル,195.0,195,suffer_shoot,Total Shots Against
14,okay,ファジアーノ岡山,193.0,193,suffer_shoot,Total Shots Against
15,mcd,ＦＣ町田ゼルビア,190.0,190,suffer_shoot,Total Shots Against
16,kobe,ヴィッセル神戸,181.0,181,suffer_shoot,Total Shots Against
17,FCtk,ＦＣ東京,174.0,174,suffer_shoot,Total Shots Against
17,tk-v,東京ヴェルディ,174.0,174,suffer_shoot,Total Shots Against
17,y-fm,横浜Ｆ・マリノス,174.0,174,suffer_shoot,Total Shots Against
20,hiro,サンフレッチェ広島,164.0,164,suffer_shoot,Total Shots Against
1,nago,名古屋グランパス,29.0,29 GOALS,score,Total Goals
2,kasm,鹿島アントラーズ,28.0,28 GOALS,score,Total Goals
2,FCtk,ＦＣ東京,28.0,28 GOALS,score,Total Goals
4,kobe,ヴィッセル神戸,26.0,26 GOALS,score,Total Goals
5,uraw,浦和レッズ,25.0,25 GOALS,score,Total Goals
5,hiro,サンフレッチェ広島,25.0,25 GOALS,score,Total Goals
7,g-os,ガンバ大阪,24.0,24 GOALS,score,Total Goals
8,c-os,セレッソ大阪,23.0,23 GOALS,score,Total Goals
9,mcd,ＦＣ町田ゼルビア,22.0,22 GOALS,score,Total Goals
9,y-fm,横浜Ｆ・マリノス,22.0,22 GOALS,score,Total Goals
9,okay,ファジアーノ岡山,22.0,22 GOALS,score,Total Goals
12,ka-f,川崎フロンターレ,20.0,20 GOALS,score,Total Goals
12,ngsk,Ｖ・ファーレン長崎,20.0,20 GOALS,score,Total Goals
14,tk-v,東京ヴェルディ,19.0,19 GOALS,score,Total Goals
15,mito,水戸ホーリーホック,18.0,18 GOALS,score,Total Goals
15,shim,清水エスパルス,18.0,18 GOALS,score,Total Goals
15,kyot,京都サンガF.C.,18.0,18 GOALS,score,Total Goals
18,kasw,柏レイソル,17.0,17 GOALS,score,Total Goals
18,fuku,アビスパ福岡,17.0,17 GOALS,score,Total Goals
20,chib,ジェフユナイテッド千葉,16.0,16 GOALS,score,Total Goals
1,mito,水戸ホーリーホック,32.0,32,lost,Total Goals Against
2,y-fm,横浜Ｆ・マリノス,29.0,29,lost,Total Goals Against
3,chib,ジェフユナイテッド千葉,27.0,27,lost,Total Goals Against
3,ngsk,Ｖ・ファーレン長崎,27.0,27,lost,Total Goals Against
5,ka-f,川崎フロンターレ,26.0,26,lost,Total Goals Against
5,kyot,京都サンガF.C.,26.0,26,lost,Total Goals Against
5,fuku,アビスパ福岡,26.0,26,lost,Total Goals Against
8,nago,名古屋グランパス,24.0,24,lost,Total Goals Against
9,kasw,柏レイソル,22.0,22,lost,Total Goals Against
9,okay,ファジアーノ岡山,22.0,22,lost,Total Goals Against
11,g-os,ガンバ大阪,21.0,21,lost,Total Goals Against
11,kobe,ヴィッセル神戸,21.0,21,lost,Total Goals Against
13,tk-v,東京ヴェルディ,19.0,19,lost,Total Goals Against
13,mcd,ＦＣ町田ゼルビア,19.0,19,lost,Total Goals Against
13,shim,清水エスパルス,19.0,19,lost,Total Goals Against
13,hiro,サンフレッチェ広島,19.0,19,lost,Total Goals Against
17,uraw,浦和レッズ,17.0,17,lost,Total Goals Against
17,c-os,セレッソ大阪,17.0,17,lost,Total Goals Against
19,FCtk,ＦＣ東京,15.0,15,lost,Total Goals Against
20,kasm,鹿島アントラーズ,9.0,9,lost,Total Goals Against
1,kasm,鹿島アントラーズ,10.0,10,clean_sheet,Clean Sheets
2,uraw,浦和レッズ,7.0,7,clean_sheet,Clean Sheets
3,FCtk,ＦＣ東京,6.0,6,clean_sheet,Clean Sheets
3,tk-v,東京ヴェルディ,6.0,6,clean_sheet,Clean Sheets
3,mcd,ＦＣ町田ゼルビア,6.0,6,clean_sheet,Clean Sheets
3,c-os,セレッソ大阪,6.0,6,clean_sheet,Clean Sheets
7,kasw,柏レイソル,5.0,5,clean_sheet,Clean Sheets
7,nago,名古屋グランパス,5.0,5,clean_sheet,Clean Sheets
7,kobe,ヴィッセル神戸,5.0,5,clean_sheet,Clean Sheets
7,okay,ファジアーノ岡山,5.0,5,clean_sheet,Clean Sheets
11,g-os,ガンバ大阪,4.0,4,clean_sheet,Clean Sheets
11,hiro,サンフレッチェ広島,4.0,4,clean_sheet,Clean Sheets
13,ka-f,川崎フロンターレ,3.0,3,clean_sheet,Clean Sheets
13,shim,清水エスパルス,3.0,3,clean_sheet,Clean Sheets
13,ngsk,Ｖ・ファーレン長崎,3.0,3,clean_sheet,Clean Sheets
16,mito,水戸ホーリーホック,2.0,2,clean_sheet,Clean Sheets
16,chib,ジェフユナイテッド千葉,2.0,2,clean_sheet,Clean Sheets
16,y-fm,横浜Ｆ・マリノス,2.0,2,clean_sheet,Clean Sheets
16,fuku,アビスパ福岡,2.0,2,clean_sheet,Clean Sheets
20,kyot,京都サンガF.C.,1.0,1,clean_sheet,Clean Sheets
1,kasw,柏レイソル,9537.0,9537,pass_count,Total Passes
2,kasm,鹿島アントラーズ,8927.0,8927,pass_count,Total Passes
3,ka-f,川崎フロンターレ,8656.0,8656,pass_count,Total Passes
4,FCtk,ＦＣ東京,8091.0,8091,pass_count,Total Passes
5,g-os,ガンバ大阪,7954.0,7954,pass_count,Total Passes
6,uraw,浦和レッズ,7891.0,7891,pass_count,Total Passes
7,hiro,サンフレッチェ広島,7888.0,7888,pass_count,Total Passes
8,kobe,ヴィッセル神戸,7876.0,7876,pass_count,Total Passes
9,c-os,セレッソ大阪,7755.0,7755,pass_count,Total Passes
10,mito,水戸ホーリーホック,7503.0,7503,pass_count,Total Passes
11,nago,名古屋グランパス,7399.0,7399,pass_count,Total Passes
12,mcd,ＦＣ町田ゼルビア,7007.0,7007,pass_count,Total Passes
13,chib,ジェフユナイテッド千葉,6991.0,6991,pass_count,Total Passes
14,ngsk,Ｖ・ファーレン長崎,6949.0,6949,pass_count,Total Passes
15,shim,清水エスパルス,6877.0,6877,pass_count,Total Passes
16,kyot,京都サンガF.C.,6549.0,6549,pass_count,Total Passes
17,y-fm,横浜Ｆ・マリノス,6540.0,6540,pass_count,Total Passes
18,tk-v,東京ヴェルディ,6330.0,6330,pass_count,Total Passes
19,fuku,アビスパ福岡,5771.0,5771,pass_count,Total Passes
20,okay,ファジアーノ岡山,5378.0,5378,pass_count,Total Passes
1,kasw,柏レイソル,221.0,221,dribble_count,Total Dribbles
2,chib,ジェフユナイテッド千葉,212.0,212,dribble_count,Total Dribbles
3,g-os,ガンバ大阪,210.0,210,dribble_count,Total Dribbles
4,mcd,ＦＣ町田ゼルビア,196.0,196,dribble_count,Total Dribbles
5,uraw,浦和レッズ,195.0,195,dribble_count,Total Dribbles
5,FCtk,ＦＣ東京,195.0,195,dribble_count,Total Dribbles
7,mito,水戸ホーリーホック,193.0,193,dribble_count,Total Dribbles
