rank,team,team_name,value,value_text,stat_type,stat_label
9,c-os,セレッソ大阪,552.0,552,recovery_count,Recoveries
10,ka-f,川崎フロンターレ,544.0,544,recovery_count,Recoveries
11,kasm,鹿島アントラーズ,531.0,531,recovery_count,Recoveries
12,ngsk,Ｖ・ファーレン長崎,530.0,530,recovery_count,Recoveries
13,okay,ファジアーノ岡山,525.0,525,recovery_count,Recoveries
14,kasw,柏レイソル,518.0,518,recovery_count,Recoveries
15,uraw,浦和レッズ,510.0,510,recovery_count,Recoveries
16,mito,水戸ホーリーホック,487.0,487,recovery_count,Recoveries
16,mcd,ＦＣ町田ゼルビア,487.0,487,recovery_count,Recoveries
18,chib,ジェフユナイテッド千葉,477.0,477,recovery_count,Recoveries
19,tk-v,東京ヴェルディ,453.0,453,recovery_count,Recoveries
20,y-fm,横浜Ｆ・マリノス,419.0,419,recovery_count,Recoveries
1,hiro,サンフレッチェ広島,28.8,28.8,expected_goals,Expected Goals
2,kobe,ヴィッセル神戸,26.2,26.2,expected_goals,Expected Goals
3,FCtk,ＦＣ東京,26.2,26.2,expected_goals,Expected Goals
4,g-os,ガンバ大阪,24.3,24.3,expected_goals,Expected Goals
5,uraw,浦和レッズ,23.8,23.8,expected_goals,Expected Goals
6,kasm,鹿島アントラーズ,23.2,23.2,expected_goals,Expected Goals
7,nago,名古屋グランパス,23.1,23.1,expected_goals,Expected Goals
8,kasw,柏レイソル,22.9,22.9,expected_goals,Expected Goals
9,c-os,セレッソ大阪,20.9,20.9,expected_goals,Expected Goals
10,ngsk,Ｖ・ファーレン長崎,20.7,20.7,expected_goals,Expected Goals
11,okay,ファジアーノ岡山,20.3,20.3,expected_goals,Expected Goals
12,chib,ジェフユナイテッド千葉,19.5,19.5,expected_goals,Expected Goals
13,y-fm,横浜Ｆ・マリノス,18.9,18.9,expected_goals,Expected Goals
14,shim,清水エスパルス,18.8,18.8,expected_goals,Expected Goals
15,mcd,ＦＣ町田ゼルビア,18.7,18.7,expected_goals,Expected Goals
16,kyot,京都サンガF.C.,18.6,18.6,expected_goals,Expected Goals
17,ka-f,川崎フロンターレ,17.3,17.3,expected_goals,Expected Goals
18,fuku,アビスパ福岡,16.2,16.2,expected_goals,Expected Goals
19,mito,水戸ホーリーホック,16.1,16.1,expected_goals,Expected Goals
20,tk-v,東京ヴェルディ,14.4,14.4,expected_goals,Expected Goals
1,chib,ジェフユナイテッド千葉,28.3,28.3,expected_goals_against,Expected Goals Against
2,ka-f,川崎フロンターレ,27.2,27.2,expected_goals_against,Expected Goals Against
3,c-os,セレッソ大阪,26.2,26.2,expected_goals_against,Expected Goals Against
4,ngsk,Ｖ・ファーレン長崎,25.0,25.0,expected_goals_against,Expected Goals Against
5,kyot,京都サンガF.C.,24.1,24.1,expected_goals_against,Expected Goals Against
6,g-os,ガンバ大阪,23.8,23.8,expected_goals_against,Expected Goals Against
7,mito,水戸ホーリーホック,23.7,23.7,expected_goals_against,Expected Goals Against
8,shim,清水エスパルス,23.3,23.3,expected_goals_against,Expected Goals Against
9,nago,名古屋グランパス,21.8,21.8,expected_goals_against,Expected Goals Against
10,fuku,アビスパ福岡,20.6,20.6,expected_goals_against,Expected Goals Against
11,kasw,柏レイソル,19.6,19.6,expected_goals_against,Expected Goals Against
12,okay,ファジアーノ岡山,18.7,18.7,expected_goals_against,Expected Goals Against
13,y-fm,横浜Ｆ・マリノス,18.6,18.6,expected_goals_against,Expected Goals Against
14,uraw,浦和レッズ,17.9,17.9,expected_goals_against,Expected Goals Against
15,hiro,サンフレッチェ広島,17.3,17.3,expected_goals_against,Expected Goals Against
16,tk-v,東京ヴェルディ,17.3,17.3,expected_goals_against,Expected Goals Against
17,kobe,ヴィッセル神戸,17.3,17.3,expected_goals_against,Expected Goals Against
18,mcd,ＦＣ町田ゼルビア,17.1,17.1,expected_goals_against,Expected Goals Against
19,kasm,鹿島アントラーズ,16.8,16.8,expected_goals_against,Expected Goals Against
20,FCtk,ＦＣ東京,14.4,14.4,expected_goals_against,Expected Goals Against
1,c-os,セレッソ大阪,121.0,121,distance_per_game,Avg Distance Covered
2,kasw,柏レイソル,120.0,120,distance_per_game,Avg Distance Covered
2,tk-v,東京ヴェルディ,120.0,120,distance_per_game,Avg Distance Covered
4,chib,ジェフユナイテッド千葉,119.0,119,distance_per_game,Avg Distance Covered
5,mito,水戸ホーリーホック,118.0,118,distance_per_game,Avg Distance Covered
5,FCtk,ＦＣ東京,118.0,118,distance_per_game,Avg Distance Covered
7,mcd,ＦＣ町田ゼルビア,117.0,117,distance_per_game,Avg Distance Covered
7,y-fm,横浜Ｆ・マリノス,117.0,117,distance_per_game,Avg Distance Covered
9,uraw,浦和レッズ,116.0,116,distance_per_game,Avg Distance Covered
9,fuku,アビスパ福岡,116.0,116,distance_per_game,Avg Distance Covered
11,kobe,ヴィッセル神戸,115.0,115,distance_per_game,Avg Distance Covered
12,kyot,京都サンガF.C.,114.0,114,distance_per_game,Avg Distance Covered
13,kasm,鹿島アントラーズ,113.0,113,distance_per_game,Avg Distance Covered
13,ka-f,川崎フロンターレ,113.0,113,distance_per_game,Avg Distance Covered
13,nago,名古屋グランパス,113.0,113,distance_per_game,Avg Distance Covered
13,g-os,ガンバ大阪,113.0,113,distance_per_game,Avg Distance Covered
13,okay,ファジアーノ岡山,113.0,113,distance_per_game,Avg Distance Covered
13,ngsk,Ｖ・ファーレン長崎,113.0,113,distance_per_game,Avg Distance Covered
19,shim,清水エスパルス,112.0,112,distance_per_game,Avg Distance Covered
20,hiro,サンフレッチェ広島,111.0,111,distance_per_game,Avg Distance Covered
1,kyot,京都サンガF.C.,157.0,157,sprint_per_game,Avg Sprints
2,FCtk,ＦＣ東京,150.0,150,sprint_per_game,Avg Sprints
3,tk-v,東京ヴェルディ,145.0,145,sprint_per_game,Avg Sprints
4,uraw,浦和レッズ,144.0,144,sprint_per_game,Avg Sprints
5,c-os,セレッソ大阪,140.0,140,sprint_per_game,Avg Sprints
6,nago,名古屋グランパス,138.0,138,sprint_per_game,Avg Sprints
6,okay,ファジアーノ岡山,138.0,138,sprint_per_game,Avg Sprints
8,y-fm,横浜Ｆ・マリノス,136.0,136,sprint_per_game,Avg Sprints
9,kasw,柏レイソル,135.0,135,sprint_per_game,Avg Sprints
10,kasm,鹿島アントラーズ,134.0,134,sprint_per_game,Avg Sprints
10,kobe,ヴィッセル神戸,134.0,134,sprint_per_game,Avg Sprints
12,ngsk,Ｖ・ファーレン長崎,132.0,132,sprint_per_game,Avg Sprints
13,hiro,サンフレッチェ広島,131.0,131,sprint_per_game,Avg Sprints
14,mito,水戸ホーリーホック,130.0,130,sprint_per_game,Avg Sprints
15,shim,清水エスパルス,127.0,127,sprint_per_game,Avg Sprints
16,g-os,ガンバ大阪,123.0,123,sprint_per_game,Avg Sprints
17,chib,ジェフユナイテッド千葉,120.0,120,sprint_per_game,Avg Sprints
18,ka-f,川崎フロンターレ,119.0,119,sprint_per_game,Avg Sprints
19,mcd,ＦＣ町田ゼルビア,112.0,112,sprint_per_game,Avg Sprints
20,fuku,アビスパ福岡,111.0,111,sprint_per_game,Avg Sprints
